target,id,date,flag,user,text
0,2252637845,Sat Jun 20 06:41:37 PDT 2009,NO_QUERY,sarahsugden,The snapping turtle in my garden crushed the lavender.  
1,2054516541,Sat Jun 06 07:31:26 PDT 2009,NO_QUERY,kimashton,@lulu1080 I am coming over. 
0,1573734201,Tue Apr 21 02:36:05 PDT 2009,NO_QUERY,whalerider,i dont know what's right and what's real anymore  - lily allen
1,2060276053,Sat Jun 06 18:35:57 PDT 2009,NO_QUERY,MJFarrell,"I love my wife, she is beautiful, and my best friend "
1,1932593971,Tue May 26 21:47:27 PDT 2009,NO_QUERY,badmsm,Good night to all Twitterdom! 
1,2187345148,Mon Jun 15 20:08:46 PDT 2009,NO_QUERY,jeffcannata,@tikitosca   I feel like I woke up from a terrible nightmare in which I was somehow not following you!  Glad that was just a dream.
0,1984615894,Sun May 31 15:27:37 PDT 2009,NO_QUERY,Adam_Live,Eugh. No doubt gonna fail the 2.5hr exam tomorrow. Tryin to re-revise the whole unit but its not goin in anymore. (Thats what he said) 
1,1836521956,Mon May 18 08:08:49 PDT 2009,NO_QUERY,Trace027,"@Tinker_xxxx Thank you so much for the rt, i appreciate your support "
1,2174823607,Sun Jun 14 23:24:02 PDT 2009,NO_QUERY,TimmyGrunt,"Yo yo yo mofo's!  Return of recycling Monday, creepy meat based breathing machines of the Internet (recycling words)"
0,2064417588,Sun Jun 07 06:12:34 PDT 2009,NO_QUERY,_EmmyT_,is one housemate down 
0,2214360297,Wed Jun 17 16:37:58 PDT 2009,NO_QUERY,dEeNiSeY,is awake...still having body aches from tuesday's workout...wonder how my PT will kill me tonight! 
1,1981377481,Sun May 31 09:01:31 PDT 2009,NO_QUERY,Jackhoar24,Were having another BBQ tonight as its another nice day here  yay.
1,1882541693,Fri May 22 07:03:30 PDT 2009,NO_QUERY,carlosenrique,@LaBari Morning! You too! 
1,1833665171,Mon May 18 00:02:03 PDT 2009,NO_QUERY,daveingland,couldn't find any sports news on AM radio or cable tv. finally got wifi connect to learn 12 hours later that Lakers won...so relieved 
1,1834418143,Mon May 18 02:51:26 PDT 2009,NO_QUERY,stodge,@espiritoart That's a much nicer avatar than the last one 
0,2248758772,Fri Jun 19 21:08:12 PDT 2009,NO_QUERY,pechomuchacha,but with no kids  boooring.
0,1883575580,Fri May 22 08:46:14 PDT 2009,NO_QUERY,mmmdanny,cylus..one of my co-workers..is in the hospital :/ they think he might have had a stroke. Ugh. I feel like crying 
1,1932712670,Tue May 26 22:03:03 PDT 2009,NO_QUERY,KennedyHardman, i loved the new calf
1,2190032147,Tue Jun 16 01:34:30 PDT 2009,NO_QUERY,therealsim_o,And good morning everyone else. Having fun @mrpower &amp; @bloggerheads ? 
1,2053016179,Sat Jun 06 02:56:26 PDT 2009,NO_QUERY,McFLYFan_Katie,@EviLovesMcFly why r u laughing? 
0,2186055909,Mon Jun 15 18:17:31 PDT 2009,NO_QUERY,Szgan,@esmeeworld I've been waiting for a good thunderstorm over here and they keep promising one but nothing yet... 
1,2064079363,Sun Jun 07 05:09:06 PDT 2009,NO_QUERY,LittleMissNutz,"have had a satsuma, banana and a handful of cherries for brunch! I'm being so good! "
1,1686732781,Sun May 03 06:34:34 PDT 2009,NO_QUERY,kiahxkitty,"@Silent_Brad haha, thanking you muchly  I got a little over excited there."
0,2323361710,Thu Jun 25 00:28:25 PDT 2009,NO_QUERY,VK7HSE,Hmm... Gwibber doesn't want to play with identi.ca today 
1,2064317041,Sun Jun 07 05:55:21 PDT 2009,NO_QUERY,mchenwears,How we saved a bumblebee  http://www.mchenwears.com/blog/?p=727
0,2230292542,Thu Jun 18 16:54:36 PDT 2009,NO_QUERY,LisaLovesAVA,"errr. We Are The Ocean. :] I actually got into the song, and then the screaming came. "
0,2248125931,Fri Jun 19 20:08:28 PDT 2009,NO_QUERY,WandaMoosejaw,"@jbn19872005 found some pics of Em eating in MC from the same day as the interview, she looks annoyed  http://ow.ly/f9oW"
0,1995312450,Mon Jun 01 13:17:20 PDT 2009,NO_QUERY,banhart,"sunday was awesome, i was with monica and too tired to get on the computer. today was boring  sims 3 tomorrow!"
1,1753156607,Sun May 10 00:21:43 PDT 2009,NO_QUERY,paulpuddifoot,@joshtastic1 Going to see Star Trek 
0,1990432424,Mon Jun 01 04:51:23 PDT 2009,NO_QUERY,shuttgun,good weekend. sun really makes everything look better. back to work today tho  
1,2058263144,Sat Jun 06 14:35:29 PDT 2009,NO_QUERY,Tha1NdOnlyADB,"Chilin, waiting 2 leave for tha wedding reception... "
1,1880196261,Fri May 22 00:24:46 PDT 2009,NO_QUERY,LouieC3,"Heading to bed night everyone, @Alonis Goodnight and Locked in, have a great friday!! "
1,2178860924,Mon Jun 15 08:18:32 PDT 2009,NO_QUERY,Erardo,@DestinyFreak Ama mayek a veedeo to reh-ply to you ahhboat Dee Cee tree foheva too 
1,1970710810,Sat May 30 04:56:17 PDT 2009,NO_QUERY,KrisSahota,@Abigailamykaren aha not what you want when your schlepping around town 
0,2003560590,Tue Jun 02 06:45:18 PDT 2009,NO_QUERY,BucketBaby,"Really busy day today. So proud of my nephew bc he will b receiving 2 awards today, I'm mad than a mutha bc I won't b able 2 attend "
1,2017060709,Wed Jun 03 07:47:51 PDT 2009,NO_QUERY,Danishbrunette,@tommcfly all those flights must be boring. But it seems like it's worth it. You seem to all have fun 
0,1880785894,Fri May 22 02:30:01 PDT 2009,NO_QUERY,wowlew,isPlayer Has Died! Sorry 
1,2049539280,Fri Jun 05 17:03:31 PDT 2009,NO_QUERY,MicaMacleod,At the fair with meghan! 
1,1825412317,Sun May 17 05:36:21 PDT 2009,NO_QUERY,fadedmoon,Wentzlee video for up 4 download  (thanks @lemongeneration) ^^ --&gt;  http://tinyurl.com/qydyhe
1,1694273442,Mon May 04 01:52:16 PDT 2009,NO_QUERY,sakbaboy,@DiiLee break a leg  but don't do it for real it just a saying :p &quot; good luck&quot;
0,2000478929,Mon Jun 01 22:12:24 PDT 2009,NO_QUERY,ZorkFox,Lately I make myself too much food at meals. It's so wasteful. 
0,1565538928,Mon Apr 20 06:59:47 PDT 2009,NO_QUERY,jeannhix,says I miss yah guyz!!  http://plurk.com/p/p6rup
1,2015280730,Wed Jun 03 04:13:49 PDT 2009,NO_QUERY,nmuva,Ahhhh nothing beats a home cooked breakfast and knowing you don't have to work  lifes goooood.
0,1553575560,Sat Apr 18 14:38:22 PDT 2009,NO_QUERY,TessMorris,@MyAppleStuff bad head in the morning 
0,2207968481,Wed Jun 17 08:36:50 PDT 2009,NO_QUERY,Surrah84,So sick and tired of these clouds. I want sunshine. 
0,2324674616,Thu Jun 25 03:45:51 PDT 2009,NO_QUERY,OConnorOrla,a few more days till you come home  excited? very much so  then im off for 3wks  and mayb a week with the family then :S
0,1974018156,Sat May 30 12:16:41 PDT 2009,NO_QUERY,LEErr92,"Thoroughly enjoyed Spring Awakening today! truely incredible production,shame it's closing  i wish every cast member luck in the future."
0,1881138341,Fri May 22 03:43:44 PDT 2009,NO_QUERY,Bastante_P,So twitter! The most fucked up thing just happened to me...story later when I have more viewers!! 
1,1880125301,Fri May 22 00:10:40 PDT 2009,NO_QUERY,ashanachronism,I chopped my nails off and my hair off... Apparently it's chop crap off day  let's go for a leg?
0,2263150548,Sun Jun 21 00:04:35 PDT 2009,NO_QUERY,soprano1781,Is hurting.   . I'm going to bed now. I love you guys.
1,1979934747,Sun May 31 05:05:03 PDT 2009,NO_QUERY,EmilyMarieox,@sophieholly finished the next add so have something for you tonight  xx
1,1834358651,Mon May 18 02:37:56 PDT 2009,NO_QUERY,kaitlinsalkham,just watched dane cook's ISOLATED INCIDENT 3 times  haha AMAZING!!!!!!
0,2048431574,Fri Jun 05 15:11:18 PDT 2009,NO_QUERY,billyrowan,work tomorrow  bad times really cba
1,1997502962,Mon Jun 01 16:57:58 PDT 2009,NO_QUERY,MLWootton15,And.. I'm back  Who missed me? Lol! Just kidding!
1,1974661563,Sat May 30 13:35:20 PDT 2009,NO_QUERY,daftapeth,Off in to Second Life - another showing of my flea circus act with the troupe tonight  http://is.gd/K6Qm
1,2190432226,Tue Jun 16 02:42:49 PDT 2009,NO_QUERY,chingfordjon,"working in the sun,slow going but hot and sunny,quite relaxing really hope all those air cons are working in the offices "
0,1564827827,Mon Apr 20 05:03:45 PDT 2009,NO_QUERY,OneAndOnlyLia,In music really bored because we have to do coursework already on our first day back from Easter!! 
1,1969974058,Sat May 30 01:56:58 PDT 2009,NO_QUERY,JulieMbarak,Watching &quot; Du c�t� de chez Fran &quot;   Absolutly nothing to do !
1,2063313828,Sun Jun 07 02:09:50 PDT 2009,NO_QUERY,xpauieX,chat chatting..BOred Boring ...annoye..annoying..anooyed.. GRRR!! sunday.. nothing to do!  MALL! here I COME!
1,1692216800,Sun May 03 19:31:23 PDT 2009,NO_QUERY,Cheavor,@weweclothing Your clothes is Fantabulous 
0,1985734005,Sun May 31 17:40:17 PDT 2009,NO_QUERY,maralynntho,"Found my fake glasses, they're broken "
1,2071323169,Sun Jun 07 19:12:28 PDT 2009,NO_QUERY,SandwichINK,Interesting article &amp; links at ChristianPF - How to Make Money with a Blog   http://bit.ly/7l9s1
0,2221366924,Thu Jun 18 05:14:51 PDT 2009,NO_QUERY,samuelclark55,My Mac is slow  I hope it is going to be OK.
1,1677657327,Sat May 02 03:16:20 PDT 2009,NO_QUERY,xploituk,@mfhorne Are you on about Mark Thomas as in @markthomasinfo ? 
0,2052321921,Sat Jun 06 00:20:35 PDT 2009,NO_QUERY,miriamjlee,Home! Thanks for the party lauren! It was Fabooshh!!!! And a big shoutout to the dj!... Forgot his name 
0,1977478211,Sat May 30 21:03:24 PDT 2009,NO_QUERY,ElsklingDyr,@DealSeekingMom The site was down all day! No coupons!  I called and they said oops sorry. So no coupon and no new shorts. So sad.
0,2262855138,Sat Jun 20 23:22:56 PDT 2009,NO_QUERY,MinjaAttack,@4thirty5  that is the saddest news ever. Zune salute to you.
0,2013666419,Tue Jun 02 23:15:05 PDT 2009,NO_QUERY,dmbtoffee,"@Danni41 nope  i've checked all the sound settings and all. i restarted it too, but nothing happens"
0,2013389377,Tue Jun 02 22:33:31 PDT 2009,NO_QUERY,edwincheong,"@simplyseek ...wah, i think you juz got me hooked to twitter .....and left the complicately rich facebook "
1,2058296988,Sat Jun 06 14:39:31 PDT 2009,NO_QUERY,Ambersaid,just a relaxed Saturday Afternoon....Enjoying the tunes and the company.Think ill be heading on down to the love shack next on the stereo 
0,1881004689,Fri May 22 03:16:04 PDT 2009,NO_QUERY,WesleyanAngel,@iampissed NO! You didn't remind me.. if they don't replay I will cry  Who was more excited than me?! No one.. weekend ruined lol
1,1989247108,Mon Jun 01 00:51:30 PDT 2009,NO_QUERY,unknownsnapper,@stesimpson Good start to the week! 
1,1834616481,Mon May 18 03:36:36 PDT 2009,NO_QUERY,catalinarusu,"Wonderful city, Ljubljana! I also enjoyed Bled and some wonderful Slovenian virtual friends that I finally met in flesh and blood "
1,1962311618,Fri May 29 10:51:04 PDT 2009,NO_QUERY,crAZdutch,Sitting outside on a terrace having a glass of wine + a salad with steph before we have to work!!! Holland is great 
0,2262747761,Sat Jun 20 23:08:57 PDT 2009,NO_QUERY,carlrestivo,@imamoonmonster this year (sniff) i won't be at lolla (first time missing it in 3 years!) i always celebrate my bday at lolla in chicago 
0,2260495545,Sat Jun 20 19:18:38 PDT 2009,NO_QUERY,kathrynvail,getting ready to leave.  gonna miss london town this summer. well mostly just the people in it.
1,2015279167,Wed Jun 03 04:13:32 PDT 2009,NO_QUERY,princesalivia,1 more day to go! and exams are finished.  I can't wait!!!! 
1,1976124694,Sat May 30 16:38:23 PDT 2009,NO_QUERY,itsroberth,@xXxnicci95xXx because teenagers find then scary (until they discovery true horror films) and just watch it its not scary 
1,2048031811,Fri Jun 05 14:33:24 PDT 2009,NO_QUERY,Doublelattemama,"@shareski I had Quaker oatmeal with pecans and dates, along with a double latte for breakfast "
0,2230137211,Thu Jun 18 16:41:28 PDT 2009,NO_QUERY,Qbees,@larrynimmer Thats so sad to hear  but Im glad they are rallying and standing up so the world will take notice and do something
1,2057478316,Sat Jun 06 13:04:48 PDT 2009,NO_QUERY,SweetSin2Men,22 in 6 days  YAY!!!
1,2050530440,Fri Jun 05 18:50:08 PDT 2009,NO_QUERY,MrsJoeJonas2294,@bdawg123456 u know what? u need 2 shut it!   guess what? I got grounded. (shock huh?) again. Now no ipod  I cant win w/ these ppl! LOL
0,2049616496,Fri Jun 05 17:11:35 PDT 2009,NO_QUERY,disneyman_08,Bored...watching M*A*S*H...no movies today (jealous of @KarenAlloy). 
1,1998799973,Mon Jun 01 19:08:41 PDT 2009,NO_QUERY,JoshSeawell,Made me a big glass of choc milk. Watching &quot;Casino&quot; for the millionth time then bed. You know the drill. Good night. 
1,2191453408,Tue Jun 16 05:18:28 PDT 2009,NO_QUERY,ABDesignsinc,aPhone is Out Now Click This Link! http://bit.ly/ZNY8N
0,2220894313,Thu Jun 18 04:13:54 PDT 2009,NO_QUERY,CatCarter11,is wishing she could book the 8 out of 10 cats tickets now. 
0,2056668195,Sat Jun 06 11:34:15 PDT 2009,NO_QUERY,Smiffys44,my eyes are all red and blotchy 
1,1968783271,Fri May 29 22:12:22 PDT 2009,NO_QUERY,Royalreality,@rt_magic @focusvision OMG August=Ridiculous heat!!! LOL ... pshh.. I hear ya!AnimalKingdomRAWKZ!!!!4sure!!WAYBettr than MagicKingdom2me! 
0,2207382575,Wed Jun 17 07:51:54 PDT 2009,NO_QUERY,sarahcxo,"@LauraElizabethJ i wanna win 25mill toooooo!  soooo unfair, ill be moving to LA if that ever happens!"
0,2286470762,Mon Jun 22 16:29:29 PDT 2009,NO_QUERY,tracey_holmes,@iShatara I just called they sold out 
0,2064060664,Sun Jun 07 05:05:20 PDT 2009,NO_QUERY,vanessaseah, my video is taking eons to upload!! silly facebook.
1,2002330110,Tue Jun 02 03:53:46 PDT 2009,NO_QUERY,PopCham,"Haha, laughing at their cuhrazyyyy dance steps! "
0,2180838871,Mon Jun 15 11:00:50 PDT 2009,NO_QUERY,mbsachidanand,Glad India lost. Don't have to stay up late and watch the dump matches. Now I can stay up late and work 
1,1956822397,Thu May 28 22:46:41 PDT 2009,NO_QUERY,Djalfy,love this  thanx Via @commutekim ? http://blip.fm/~78p5o
0,2188515262,Mon Jun 15 22:02:24 PDT 2009,NO_QUERY,sonni83,@ashleyjbisdope glad to hear that! u still aint never tell me what happened. but its cool.::sniff:: i understand... 
0,2253157887,Sat Jun 20 07:41:17 PDT 2009,NO_QUERY,Rukamousse,I &quot;went to sleep&quot; five hours ago. I should not be awake......  mrrrrr.  
0,2190716318,Tue Jun 16 03:31:29 PDT 2009,NO_QUERY,jimmy92233,OMG. someone pulled into my driveway! I see headlights! :| it's the aliens. i know it.  omggg i'm so scared.
1,2188834455,Mon Jun 15 22:39:39 PDT 2009,NO_QUERY,ceannycyclone,"Reading a book via the interwebz, how 21st century am I right now? "
0,2234979149,Fri Jun 19 00:09:30 PDT 2009,NO_QUERY,plumkin78,"It's wrong to want him back, but I do. "
1,2063413551,Sun Jun 07 02:33:31 PDT 2009,NO_QUERY,payaass,santaiiii soreeee... 
0,1990302362,Mon Jun 01 04:29:26 PDT 2009,NO_QUERY,superstylin_,"@NANCY___ nah i'm working the whole time. it's gonae kill me, especially if the weather is this nice  bet you get burnt at rockness!"
1,1880325880,Fri May 22 00:50:52 PDT 2009,NO_QUERY,RayleneOrnelas,@ConnectGirlz Tomorrow. Fiesta Village. And we're leaving like @ 12!!! 
1,1989769361,Mon Jun 01 02:44:49 PDT 2009,NO_QUERY,thOFFICIALtrish,"Ugh. I think my love's busy right now, no updates are coming.  Haha lol"
0,2195417280,Tue Jun 16 11:06:07 PDT 2009,NO_QUERY,hhertzof,"@darthcorrie My nose has been hurting, and that turned out to be a sinus infection. "
0,2236185260,Fri Jun 19 03:03:45 PDT 2009,NO_QUERY,shoberzz,@aileen_yu01 I failed my Algebra test. 
1,1999610164,Mon Jun 01 20:31:00 PDT 2009,NO_QUERY,madameroselynn,@vanessaparlo I should learn it too. 
0,2051807405,Fri Jun 05 22:51:41 PDT 2009,NO_QUERY,lgmacdonald,This search for a new pony is exhausting and depressing!  
0,1755118995,Sun May 10 08:18:28 PDT 2009,NO_QUERY,daedalli,give me something 
0,2205690397,Wed Jun 17 05:15:20 PDT 2009,NO_QUERY,stephissurreal,"Ohhhh the pain. Do I look like Jessica Alba, yet? "
1,1572959855,Mon Apr 20 23:10:31 PDT 2009,NO_QUERY,HelloBettyLou,"@BR4DY I know, it's still being designed. I should really take the url off my profile! But I'll tweet lots about it when it goes live "
1,1574108938,Tue Apr 21 04:16:54 PDT 2009,NO_QUERY,SamiSteele,Gonna have some sun on my skin and create a much needed tan  x
0,1985154653,Sun May 31 16:32:32 PDT 2009,NO_QUERY,bart_de_bruijn,TV ain't what it used to be anymore 
1,2066376039,Sun Jun 07 10:24:10 PDT 2009,NO_QUERY,LiSS18,If You Tell The Truth You Don't Have To Remember Anything... 
0,2048586606,Fri Jun 05 15:26:37 PDT 2009,NO_QUERY,Entrecast,Now I am driving thru 436 traffic 
0,1963374351,Fri May 29 12:37:37 PDT 2009,NO_QUERY,chrisdelta,@dash_cunning I gotta go to my cousin's grad party 
1,1770808469,Mon May 11 22:18:18 PDT 2009,NO_QUERY,PizzleDat,Hey Everybody Long Time NO Tweet  LOL ... I Wonder When I'm Gone Do Ya Miss Me??
0,2067779928,Sun Jun 07 12:56:51 PDT 2009,NO_QUERY,HOGGBOSS,man life is crazy sometimes now my grandma might not make my publicist is back in the hospital tmrow never promised i pray for both  HB
1,1991568979,Mon Jun 01 07:16:34 PDT 2009,NO_QUERY,ElizTusay,"Saw &quot;Night at the Museum 2&quot; last night on IMAX. It was better than the first one and a lot of silly, family fun. "
1,2193180762,Tue Jun 16 08:06:21 PDT 2009,NO_QUERY,SalemWildfire,@Silversea23 just stating for the record so folks can feel free to ask me as well should they want. only fair 
0,2258830035,Sat Jun 20 16:34:02 PDT 2009,NO_QUERY,_cyclops_,The alarm is set for 5 hours and 56 minutes from now. - mooi 
1,2070705378,Sun Jun 07 18:09:35 PDT 2009,NO_QUERY,SEAgreene12,Waiting for The Hangover to start!    [Corey]
0,2263315608,Sun Jun 21 00:29:34 PDT 2009,NO_QUERY,emiriu,Is making tons of homework.  DPS is doin' good on torturing there students. :s
1,1970206263,Sat May 30 02:53:44 PDT 2009,NO_QUERY,MartaRoggeri,@backstreetboys lol nick...  u r an amazing man n a wonderful baby in the same time!!  :x
1,2017931913,Wed Jun 03 09:10:25 PDT 2009,NO_QUERY,carolroux,update #1000! uhull  #twittadainútil
1,1967437584,Fri May 29 19:34:44 PDT 2009,NO_QUERY,LCiranni5,@elvensapphire http://twitpic.com/68b1w - That's really creepy! I'd feel so paranoid afterwards! Haha. The computer only liked jonas 
0,2257646077,Sat Jun 20 14:40:05 PDT 2009,NO_QUERY,KristiJames1,@ dougiemcfly could you wish me a happy birthday for tomorrow please 
0,1988931803,Sun May 31 23:48:36 PDT 2009,NO_QUERY,waaaida,194 updates. must keep twittering! 
1,2058707001,Sat Jun 06 15:28:24 PDT 2009,NO_QUERY,alely_noemi,"@GoetzMehroxoff the cookie is in the mail  I have the soundtrack on my ipod, its one of my favorites "
1,1966961505,Fri May 29 18:43:06 PDT 2009,NO_QUERY,Nikkyface,@damnitkia miss u more bonita 
1,1467987328,Mon Apr 06 23:08:01 PDT 2009,NO_QUERY,mC301,working into the wee hours 
0,1679946436,Sat May 02 10:32:50 PDT 2009,NO_QUERY,KrayolaKid,@Jesus_Calvillo  I wanted to go so bad
1,2060278901,Sat Jun 06 18:36:17 PDT 2009,NO_QUERY,carissasophia,I know i have some mikes hard and cherry vodka waiting for me @ home plus that new michelob lime and cactus which is pretty tasty. 
1,2189319931,Mon Jun 15 23:45:50 PDT 2009,NO_QUERY,Howker,is going baby sitting his cousin.. which means i'm watching cartoons all morning! 
0,2183674018,Mon Jun 15 14:49:50 PDT 2009,NO_QUERY,Rita51995,Electricity is back. Alarm went off.....but thunder storm is still going 
0,1826522885,Sun May 17 08:42:28 PDT 2009,NO_QUERY,chris_hine,"Scratched my DSLR lens.  Managed to order a replacement for 80 quid, and now have added a filter to protect it, but an expensive day."
0,2013968634,Wed Jun 03 00:04:56 PDT 2009,NO_QUERY,LuisaBanfi26,i'm really bored.. no school today  my head is breaking out ç_ç
1,1826244732,Sun May 17 08:02:40 PDT 2009,NO_QUERY,linatic,So uh... my roommate's Costa Rican parents thought I was japanese. PRETTY AWESOME! Genki desu! 
1,2001724018,Tue Jun 02 01:51:14 PDT 2009,NO_QUERY,ZaraMcD,talkin to khade. haha. dont know y thats funny. 
1,1980771457,Sun May 31 07:37:58 PDT 2009,NO_QUERY,Stephaniieee24,"is outside in the sunn, this time tomorrow i will have seen the new moon trailer "
1,1957099039,Thu May 28 23:30:53 PDT 2009,NO_QUERY,KiL3Yx3,@ddlovato OOH thats soon  -marks it on my calander (:
1,1752415068,Sat May 09 21:51:40 PDT 2009,NO_QUERY,GGPurple,@Dili Loool.  Thats just the way things are!
1,1990461098,Mon Jun 01 04:56:02 PDT 2009,NO_QUERY,deversum,"@Frassington @invalid_reality nice visuals here, girls ... just what I needed to be more awake "
1,1770867108,Mon May 11 22:28:31 PDT 2009,NO_QUERY,thugg_05,Haha...sounds like a good idea too me! I have [[twitter idis]] guys!  hehe...its my own new disease!
1,1834087780,Mon May 18 01:34:55 PDT 2009,NO_QUERY,ana_adi,@caffeinebomb can you summarize that rant in a few tweets? 
1,2055338951,Sat Jun 06 09:08:09 PDT 2009,NO_QUERY,TomboyTigress,@jewelgiroux Ohhhh I saw you say you were gonna post some earlier--so looking forward to reading them 
1,2177843633,Mon Jun 15 06:47:39 PDT 2009,NO_QUERY,reeyowjowrowlan,@tamizejellyfish Where? LET'S GO! 
0,2263026379,Sat Jun 20 23:46:50 PDT 2009,NO_QUERY,RaychulHomieG,Feels like a gross thing in my throat AJGHSHGS get it out 
0,2175577978,Mon Jun 15 01:23:07 PDT 2009,NO_QUERY,bastardsheep,"@JoBenhamu Gah!  Khaaaaan.ytmnd.com has been changed (just got home, couldn't verify it was the right site earlier). "
0,1677001448,Sat May 02 00:02:42 PDT 2009,NO_QUERY,aimyhuynh,"@mrdautay: Hi mrdautay, ???c ? H� N?i th�ch th?, ch?a ?i H� N?i l?n n�o "
1,2063613522,Sun Jun 07 03:22:36 PDT 2009,NO_QUERY,Lauren_Sanders,Sunrises are worth getting up for  Getting ready for worship service with the Air National Guard. How cool
1,1550908323,Sat Apr 18 07:36:16 PDT 2009,NO_QUERY,Tessa121,hey! good morning 
1,1991871190,Mon Jun 01 07:48:36 PDT 2009,NO_QUERY,k8johnson,It would be cool if license plates acted as phone # enabling call 2 driver (via @kdoohan) ...for everyone else except my license plate! 
0,2303124881,Tue Jun 23 17:45:49 PDT 2009,NO_QUERY,JennBee18,At chilis with my girls... Saying bye to Ang..  sad day. We'll miss you
1,1983033167,Sun May 31 12:22:28 PDT 2009,NO_QUERY,sallismoney,@Candyland3 glad you are having a good time 
0,2004289409,Tue Jun 02 07:58:20 PDT 2009,NO_QUERY,xo_nessa,@HayleySmith16 
0,2191259414,Tue Jun 16 04:53:23 PDT 2009,NO_QUERY,wristris,@weejia I want! But you're so far away! 
0,1983702325,Sun May 31 13:40:06 PDT 2009,NO_QUERY,danakimie519,"Unfortunately, I have homework and another group project to work on today. No nap for me "
1,1833409641,Sun May 17 23:11:47 PDT 2009,NO_QUERY,cvega88,And she just left  safe to say best weekend ever might happen again next week too  &lt;(' '&lt;)Vega(&gt;' ')&gt;
1,1470099650,Tue Apr 07 08:20:46 PDT 2009,NO_QUERY,isabel_approach,Wearing a red t-shirt and purple pants. 
1,2055367861,Sat Jun 06 09:11:15 PDT 2009,NO_QUERY,cursethestarsx3,I want the Samsung Memoir. It MUST be mine 
0,1573760959,Tue Apr 21 02:43:59 PDT 2009,NO_QUERY,taffy_nay,Its hot and the cars aircon is screwed.. its gunna be a loooong journey 
0,2242241726,Fri Jun 19 11:56:55 PDT 2009,NO_QUERY,shaketramp,@choppers89 we shut down TTS.. it was too much work to sort through all the bots and approve new members.  it was a sad day.
0,2215029194,Wed Jun 17 17:34:23 PDT 2009,NO_QUERY,SuperUber7,#sytycd I can't lust over any of these guys since they're like 12 
1,2051162044,Fri Jun 05 19:58:33 PDT 2009,NO_QUERY,ensredshirt,@burstingenergy Have agood night. 
0,1565687949,Mon Apr 20 07:20:06 PDT 2009,NO_QUERY,sisyphos,The Facebook Gadget of TweetDeck is quite cool. But it does not update replies 
0,2285766385,Mon Jun 22 15:33:11 PDT 2009,NO_QUERY,megbear29,goodbyes today    soo hard!
1,1986008184,Sun May 31 18:10:36 PDT 2009,NO_QUERY,KatyStromme,"such a good way to end school  i am so so happy right now, mostly because joseph has his last chemo on wednesday. Praise Jesus!!!"
0,1793155542,Thu May 14 01:35:17 PDT 2009,NO_QUERY,sdmix,Stuck behind a smelly ford transit!  sad times.
0,1978635969,Sat May 30 23:58:48 PDT 2009,NO_QUERY,timoni,@sfwordnerd I feel like fate is keeping us apart! 
1,1753855043,Sun May 10 03:48:08 PDT 2009,NO_QUERY,sensible,@BlokesLib i look forward to that. if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity i'm up for that as well 
1,1564416448,Mon Apr 20 03:23:22 PDT 2009,NO_QUERY,darraghdoyle,By the way @spwc is @niamhsmith - we're working with the Festival this year giving them a hand with things 
0,1956122725,Thu May 28 21:13:55 PDT 2009,NO_QUERY,WnchstrsGirl,"@callie_828 ILU, BB. Plz not to be dying on us? "
0,2243318553,Fri Jun 19 13:17:51 PDT 2009,NO_QUERY,beautyserinity,I think my mother forgot about me   She never called me back :-/
1,1985542233,Sun May 31 17:18:12 PDT 2009,NO_QUERY,seanblankenship,@jbhutchens ... i like yours though  ...it's a nice picture ;)
0,2057903051,Sat Jun 06 13:53:04 PDT 2009,NO_QUERY,sajal,@SathyaBhat flash doesnt work 
0,1677837370,Sat May 02 04:15:14 PDT 2009,NO_QUERY,xoAlexHeartsxo,Ah!!! I'm losing my voice 
0,2062446778,Sat Jun 06 23:15:23 PDT 2009,NO_QUERY,Lisa_Blu_Sahani,@daninap316 lol no. Those plans kinda fell through. 
1,1997085718,Mon Jun 01 16:13:38 PDT 2009,NO_QUERY,__NaH__,"Mark Ronson is on Twitter @iamMarkRonson... u should follow him!!! btw, wish me happy birthday, Mark!! "
1,1834312861,Mon May 18 02:27:15 PDT 2009,NO_QUERY,Newy_ShortStack,@XGraceStackX lol yer 105.3 is new fm 
0,2252348640,Sat Jun 20 06:04:02 PDT 2009,NO_QUERY,cupprof,Graduation party for our son today... worst weather day of the month. Glad we planned lots of outdoor activities.  
1,2054674055,Sat Jun 06 07:51:27 PDT 2009,NO_QUERY,chakrapenny,http://blip.fm/~7qomk via @addthis Perfect POP tune for Saturday morning 
0,2221831829,Thu Jun 18 06:04:27 PDT 2009,NO_QUERY,annapanana,OH NOO! i just pulled my soaking wet ipod out of the washer   
1,2190523055,Tue Jun 16 02:58:36 PDT 2009,NO_QUERY,PinoyTarsier,ello everyone.... *hug hug hug* how is my anipals doing today? I miss you all so much... 
0,1981067087,Sun May 31 08:20:24 PDT 2009,NO_QUERY,shelbo20,Shelby is not a happy camper this morning 
0,1982567714,Sun May 31 11:28:07 PDT 2009,NO_QUERY,Tanyact,me that I was just entering depresion       mañana and start to work!! noooo!! jjaja
0,2229558005,Thu Jun 18 15:53:24 PDT 2009,NO_QUERY,LaurenBenda,Sooooooooo boreddddd.i hate long car ridesss! 
0,1990539513,Mon Jun 01 05:08:03 PDT 2009,NO_QUERY,beckybartlett,At work having lunch-tuna roll! Whoopidoo-not as exciting as yesterday  what a let down!! X
